pm25,pm10,o3,co,no2,so2
16.0,49.71088957055215,12.998658168399865,0.5709209864116759,13.67035732259688,1.0
17.0,49.71319018404908,12.999664542099966,0.5708572387183359,13.66767320919309,1.0
17.0,49.71549079754601,13.000670915800066,0.5707934910249959,13.664989095789299,1.0
16.0,49.717791411042946,13.001677289500167,0.5707297433316558,13.662304982385507,1.0
18.0,49.72009202453988,13.00268366320027,0.5706659956383158,13.659620868981715,1.0
19.0,49.72239263803681,13.00369003690037,0.5706022479449757,13.656936755577924,1.0
21.0,49.72469325153374,13.00469641060047,0.5705385002516357,13.654252642174132,1.0
20.0,49.72699386503068,13.00570278430057,0.5704747525582956,13.65156852877034,1.0
18.0,49.729294478527606,13.006709158000671,0.5704110048649556,13.64888441536655,1.0
21.0,49.73159509202454,13.007715531700772,0.5703472571716155,13.64620030196276,1.0
16.0,49.733895705521476,13.008721905400872,0.5702835094782754,13.643516188558968,1.0
14.0,49.736196319018404,13.009728279100973,0.5702197617849354,13.640832075155176,1.0
11.0,49.73849693251534,13.010734652801073,0.5701560140915953,13.638147961751384,1.0
13.0,49.740797546012274,13.011741026501173,0.5700922663982553,13.635463848347593,1.0
14.0,49.7430981595092,13.012747400201274,0.5700285187049152,13.632779734943803,1.0
13.0,49.74539877300614,13.013753773901374,0.5699647710115753,13.630095621540011,1.0
13.0,49.74769938650307,13.014760147601475,0.5699010233182352,13.62741150813622,1.0
14.0,49.75,13.015766521301575,0.5698372756248952,13.624727394732428,1.0
17.0,49.752300613496935,13.016772895001678,0.5697735279315551,13.622043281328637,1.0
16.0,49.75460122699387,13.017779268701778,0.5697097802382151,13.619359167924845,1.0
17.0,49.7569018404908,13.018785642401879,0.5696460325448751,13.616675054521055,1.0
16.0,49.75920245398773,13.01979201610198,0.5695822848515351,13.613990941117263,1.0
14.0,49.76150306748466,13.02079838980208,0.569518537158195,13.611306827713472,1.0
14.0,49.763803680981596,13.02180476350218,0.569454789464855,13.60862271430968,1.0
12.0,49.76610429447853,13.02281113720228,0.5693910417715149,13.605938600905889,1.0
15.0,49.76840490797546,13.023817510902381,0.5693272940781748,13.603254487502097,1.0
20.0,49.770705521472394,13.024823884602482,0.5692635463848348,13.600570374098307,1.0
21.0,49.77300613496932,13.025830258302584,0.5691997986914947,13.597886260694516,1.0
20.0,49.77530674846626,13.026836632002684,0.5691360509981547,13.595202147290724,1.0
19.0,49.77760736196319,13.027843005702785,0.5690723033048146,13.592518033886932,1.0
17.0,49.77990797546012,13.028849379402885,0.5690085556114746,13.58983392048314,1.0
18.0,49.782208588957054,13.029855753102986,0.5689448079181345,13.58714980707935,1.0
16.0,49.78450920245399,13.030862126803086,0.5688810602247945,13.58446569367556,1.0
17.0,49.78680981595092,13.031868500503187,0.5688173125314544,13.581781580271768,1.0
20.0,49.78911042944785,13.032874874203287,0.5687535648381143,13.579097466867976,1.0
17.0,49.79141104294479,13.033881247903388,0.5686898171447744,13.576413353464185,1.0
16.0,49.793711656441715,13.034887621603488,0.5686260694514343,13.573729240060393,1.0
16.0,49.79601226993865,13.035893995303589,0.5685623217580943,13.571045126656601,1.0
13.0,49.798312883435585,13.036900369003689,0.5684985740647542,13.568361013252812,1.0
14.0,49.80061349693251,13.03790674270379,0.5684348263714142,13.56567689984902,1.0
12.0,49.80291411042945,13.03891311640389,0.5683710786780742,13.562992786445228,1.0
16.0,49.80521472392638,13.039919490103992,0.5683073309847342,13.560308673041437,1.0
20.0,49.80751533742331,13.040925863804093,0.5682435832913941,13.557624559637645,1.0
18.0,49.809815950920246,13.041932237504193,0.5681798355980541,13.554940446233854,1.0
23.0,49.81211656441718,13.042938611204294,0.568116087904714,13.552256332830064,1.0
19.0,49.81441717791411,13.043944984904394,0.568052340211374,13.549572219426272,1.0
18.0,49.816717791411044,13.044951358604495,0.5679885925180339,13.54688810602248,1.0
16.0,49.81901840490798,13.045957732304595,0.5679248448246939,13.544203992618689,1.0
16.0,49.82131901840491,13.046964106004696,0.5678610971313538,13.541519879214897,1.0
20.0,49.82361963190184,13.047970479704796,0.5677973494380137,13.538835765811106,1.0
20.0,49.82592024539878,13.048976853404898,0.5677336017446737,13.536151652407314,1.0
20.0,49.828220858895705,13.049983227104999,0.5676698540513336,13.533467539003524,1.0
24.0,49.83052147239264,13.0509896008051,0.5676061063579936,13.530783425599733,1.0
25.0,49.832822085889575,13.0519959745052,0.5675423586646535,13.528099312195941,1.0
25.0,49.8351226993865,13.0530023482053,0.5674786109713135,13.52541519879215,1.0
23.0,49.83742331288344,13.0540087219054,0.5674148632779735,13.522731085388358,1.0
26.0,49.83972392638037,13.055015095605501,0.5673511155846335,13.520046971984566,1.0
30.0,49.8420245398773,13.056021469305602,0.5672873678912934,13.517362858580777,1.0
26.0,49.844325153374236,13.057027843005702,0.5672236201979534,13.514678745176985,1.0
28.0,49.84662576687117,13.058034216705803,0.5671598725046134,13.511994631773193,1.0
26.0,49.8489263803681,13.059040590405903,0.5670961248112734,13.509310518369402,1.0
28.0,49.85122699386503,13.060046964106004,0.5670323771179333,13.50662640496561,1.0
24.0,49.85352760736196,13.061053337806104,0.5669686294245933,13.503942291561819,1.0
29.0,49.855828220858896,13.062059711506205,0.5669048817312532,13.501258178158029,1.0
29.0,49.85812883435583,13.063066085206307,0.5668411340379131,13.498574064754237,1.0
31.0,49.86042944785276,13.064072458906407,0.5667773863445731,13.495889951350446,1.0
33.0,49.862730061349694,13.065078832606508,0.566713638651233,13.493205837946654,1.0
29.0,49.86503067484662,13.066085206306608,0.566649890957893,13.490521724542862,1.0
28.0,49.86733128834356,13.067091580006709,0.5665861432645529,13.48783761113907,1.0
21.0,49.86963190184049,13.06809795370681,0.5665223955712129,13.485153497735281,1.0
23.0,49.87193251533742,13.06910432740691,0.5664586478778728,13.48246938433149,1.0
21.0,49.874233128834355,13.07011070110701,0.5663949001845328,13.479785270927698,1.0
19.0,49.87653374233129,13.07111707480711,0.5663311524911927,13.477101157523906,1.0
21.0,49.87883435582822,13.072123448507213,0.5662674047978526,13.474417044120115,1.0
21.0,49.88113496932515,13.073129822207314,0.5662036571045127,13.471732930716323,1.0
23.0,49.88343558282209,13.074136195907414,0.5661399094111726,13.469048817312533,1.0
22.0,49.885736196319016,13.075142569607515,0.5660761617178326,13.466364703908742,1.0
28.0,49.88803680981595,13.076148943307615,0.5660124140244925,13.46368059050495,1.0
29.0,49.890337423312886,13.077155317007715,0.5659486663311525,13.460996477101158,1.0
34.0,49.892638036809814,13.078161690707816,0.5658849186378125,13.458312363697367,1.0
33.0,49.89493865030675,13.079168064407916,0.5658211709444725,13.455628250293575,1.0
29.0,49.897239263803684,13.080174438108017,0.5657574232511324,13.452944136889785,1.0
30.0,49.89953987730061,13.081180811808117,0.5656936755577924,13.450260023485994,1.0
34.0,49.90184049079755,13.082187185508218,0.5656299278644523,13.447575910082202,1.0
34.0,49.90414110429448,13.083193559208318,0.5655661801711123,13.44489179667841,1.0
33.0,49.90644171779141,13.084199932908419,0.5655024324777722,13.442207683274619,1.0
29.0,49.908742331288344,13.08520630660852,0.5654386847844322,13.439523569870827,1.0
28.0,49.91104294478528,13.086212680308622,0.5653749370910921,13.436839456467037,1.0
32.0,49.91334355828221,13.087219054008722,0.565311189397752,13.434155343063246,1.0
30.0,49.91564417177914,13.088225427708823,0.565247441704412,13.431471229659454,1.0
26.0,49.91794478527608,13.089231801408923,0.5651836940110719,13.428787116255663,1.0
25.0,49.920245398773005,13.090238175109024,0.5651199463177319,13.426103002851871,1.0
21.0,49.92254601226994,13.091244548809124,0.5650561986243918,13.42341888944808,1.0
21.0,49.924846625766875,13.092250922509225,0.5649924509310518,13.420734776044288,1.0
23.0,49.9271472392638,13.093257296209325,0.5649287032377118,13.418050662640498,1.0
22.0,49.92944785276074,13.094263669909427,0.5648649555443718,13.415366549236706,1.0
21.0,49.93174846625767,13.095270043609528,0.5648012078510317,13.412682435832915,1.0
19.0,49.9340490797546,13.096276417309628,0.5647374601576917,13.409998322429123,1.0
23.0,49.936349693251536,13.097282791009729,0.5646737124643516,13.407314209025332,1.0
22.0,49.93865030674847,13.09828916470983,0.5646099647710117,13.40463009562154,1.0
27.0,49.9409509202454,13.09929553840993,0.5645462170776716,13.40194598221775,1.0
29.0,49.943251533742334,13.10030191211003,0.5644824693843316,13.399261868813959,1.0
26.0,49.94555214723926,13.10130828581013,0.5644187216909915,13.396577755410167,1.0
34.0,49.9478527607362,13.102314659510231,0.5643549739976514,13.393893642006375,1.0
31.0,49.95015337423313,13.103321033210332,0.5642912263043114,13.391209528602584,1.0
28.0,49.95245398773006,13.104327406910432,0.5642274786109713,13.388525415198792,1.0
24.0,49.954754601226995,13.105333780610533,0.5641637309176313,13.385841301795002,1.0
26.0,49.95705521472393,13.106340154310633,0.5640999832242912,13.38315718839121,1.0
26.0,49.95935582822086,13.107346528010734,0.5640362355309512,13.38047307498742,1.0
30.0,49.96165644171779,13.108352901710834,0.5639724878376111,13.377788961583628,1.0
30.0,49.96395705521472,13.109359275410936,0.5639087401442711,13.375104848179836,1.0
27.0,49.966257668711656,13.110365649111037,0.563844992450931,13.372420734776044,1.0
33.0,49.96855828220859,13.111372022811137,0.563781244757591,13.369736621372255,1.0
33.0,49.97085889570552,13.112378396511238,0.563717497064251,13.367052507968463,1.0
42.0,49.97315950920245,13.113384770211338,0.563653749370911,13.364368394564671,1.0
32.0,49.97546012269939,13.114391143911439,0.5635900016775709,13.36168428116088,1.0
27.0,49.977760736196316,13.11539751761154,0.5635262539842308,13.359000167757088,1.0
28.0,49.98006134969325,13.11640389131164,0.5634625062908908,13.356316054353297,1.0
29.0,49.982361963190186,13.117410265011742,0.5633987585975508,13.353631940949507,1.0
27.0,49.984662576687114,13.118416638711842,0.5633350109042108,13.350947827545715,1.0
24.0,49.98696319018405,13.119423012411943,0.5632712632108707,13.348263714141924,1.0
27.0,49.989263803680984,13.120429386112043,0.5632075155175307,13.345579600738132,1.0
28.0,49.99156441717791,13.121435759812144,0.5631437678241906,13.34289548733434,1.0
32.0,49.99386503067485,13.122442133512244,0.5630800201308506,13.340211373930549,1.0
34.0,49.99616564417178,13.123448507212345,0.5630162724375105,13.337527260526759,1.0
39.0,49.99846625766871,13.124454880912445,0.5629525247441705,13.334843147122967,1.0
33.0,50.000766871165645,13.125461254612546,0.5628887770508304,13.332159033719176,1.0
32.0,50.00306748466258,13.126467628312646,0.5628250293574903,13.329474920315384,1.0
35.0,50.00536809815951,13.127474002012747,0.5627612816641503,13.326790806911593,1.0
31.0,50.00766871165644,13.128480375712847,0.5626975339708102,13.324106693507801,1.0
32.0,50.00996932515338,13.129486749412948,0.5626337862774702,13.321422580104011,1.0
32.0,50.012269938650306,13.130493123113048,0.5625700385841301,13.31873846670022,1.0
30.0,50.01457055214724,13.131499496813149,0.5625062908907901,13.316054353296428,1.0
28.0,50.016871165644176,13.132505870513251,0.5624425431974501,13.313370239892636,1.0
27.0,50.019171779141104,13.133512244213351,0.5623787955041101,13.310686126488845,1.0
28.0,50.02147239263804,13.134518617913452,0.56231504781077,13.308002013085053,1.0
29.0,50.023773006134974,13.135524991613552,0.56225130011743,13.305317899681263,1.0
32.0,50.0260736196319,13.136531365313653,0.5621875524240899,13.302633786277472,1.0
38.0,50.02837423312884,13.137537739013753,0.56212380473075,13.29994967287368,1.0
34.0,50.03067484662577,13.138544112713854,0.5620600570374099,13.297265559469889,1.0
35.0,50.0329754601227,13.139550486413954,0.5619963093440699,13.294581446066097,1.0
28.0,50.035276073619634,13.140556860114057,0.5619325616507298,13.291897332662305,1.0
25.0,50.03757668711657,13.141563233814157,0.5618688139573897,13.289213219258514,1.0
23.0,50.0398773006135,13.142569607514258,0.5618050662640497,13.286529105854724,1.0
23.0,50.04217791411043,13.143575981214358,0.5617413185707096,13.283844992450932,1.0
25.0,50.04447852760736,13.144582354914458,0.5616775708773696,13.28116087904714,1.0
26.0,50.046779141104295,13.145588728614559,0.5616138231840295,13.278476765643349,1.0
30.0,50.04907975460123,13.14659510231466,0.5615500754906895,13.275792652239558,1.0
37.0,50.05138036809816,13.14760147601476,0.5614863277973494,13.273108538835766,1.0
31.0,50.05368098159509,13.14860784971486,0.5614225801040094,13.270424425431976,1.0
30.0,50.05598159509202,13.149614223414961,0.5613588324106693,13.267740312028184,1.0
38.0,50.058282208588956,13.150620597115061,0.5612950847173293,13.265056198624393,1.0
30.0,50.06058282208589,13.151626970815162,0.5612313370239892,13.262372085220601,1.0
36.0,50.06288343558282,13.152633344515262,0.5611675893306493,13.25968797181681,1.0
33.0,50.065184049079754,13.153639718215363,0.5611038416373092,13.257003858413018,1.0
31.0,50.06748466257669,13.154646091915463,0.5610400939439691,13.254319745009228,1.0
32.0,50.06978527607362,13.155652465615566,0.5609763462506291,13.251635631605437,1.0
27.0,50.07208588957055,13.156658839315666,0.560912598557289,13.248951518201645,1.0
31.0,50.07438650306749,13.157665213015767,0.5608488508639491,13.246267404797853,1.0
29.0,50.076687116564415,13.158671586715867,0.560785103170609,13.243583291394062,1.0
32.0,50.07898773006135,13.159677960415967,0.560721355477269,13.24089917799027,1.0
37.0,50.081288343558285,13.160684334116068,0.5606576077839289,13.23821506458648,1.0
34.0,50.08358895705521,13.161690707816168,0.5605938600905889,13.235530951182689,1.0
38.0,50.08588957055215,13.162697081516269,0.5605301123972488,13.232846837778897,1.0
31.0,50.08819018404908,13.163703455216371,0.5604663647039088,13.230162724375106,1.0
28.0,50.09049079754601,13.164709828916472,0.5604026170105687,13.227478610971314,1.0
23.0,50.092791411042946,13.165716202616572,0.5603388693172286,13.224794497567522,1.0
23.0,50.09509202453988,13.166722576316673,0.5602751216238886,13.222110384163733,1.0
25.0,50.09739263803681,13.167728950016773,0.5602113739305485,13.219426270759941,1.0
23.0,50.09969325153374,13.168735323716874,0.5601476262372085,13.21674215735615,1.0
26.0,50.10199386503068,13.169741697416974,0.5600838785438684,13.214058043952358,1.0
29.0,50.104294478527606,13.170748071117075,0.5600201308505284,13.211373930548566,1.0
24.0,50.10659509202454,13.171754444817175,0.5599563831571884,13.208689817144775,1.0
24.0,50.108895705521476,13.172760818517276,0.5598926354638484,13.206005703740985,1.0
29.0,50.111196319018404,13.173767192217376,0.5598288877705083,13.203321590337193,1.0
33.0,50.11349693251534,13.174773565917477,0.5597651400771683,13.200637476933402,1.0
21.0,50.115797546012274,13.175779939617577,0.5597013923838282,13.19795336352961,1.0
25.0,50.1180981595092,13.176786313317677,0.5596376446904883,13.195269250125818,1.0
25.0,50.12039877300614,13.177792687017778,0.5595738969971482,13.192585136722027,1.0
27.0,50.12269938650307,13.17879906071788,0.5595101493038082,13.189901023318237,1.0
21.0,50.125,13.17980543441798,0.5594464016104681,13.187216909914445,1.0
18.0,50.127300613496935,13.180811808118081,0.559382653917128,13.184532796510654,1.0
20.0,50.12960122699387,13.181818181818182,0.559318906223788,13.181848683106862,1.0
18.0,50.1319018404908,13.182824555518282,0.5592551585304479,13.17916456970307,1.0
18.0,50.13420245398773,13.183830929218383,0.5591914108371079,13.176480456299279,1.0
25.0,50.13650306748466,13.184837302918483,0.5591276631437678,13.173796342895487,1.0
29.0,50.138803680981596,13.185843676618584,0.5590639154504278,13.171112229491698,1.0
30.0,50.14110429447853,13.186850050318686,0.5590001677570877,13.168428116087906,1.0
25.0,50.14340490797546,13.187856424018786,0.5589364200637477,13.165744002684114,1.0
23.0,50.145705521472394,13.188862797718887,0.5588726723704076,13.163059889280323,1.0
21.0,50.14800613496932,13.189869171418987,0.5588089246770676,13.160375775876531,1.0
15.0,50.15030674846626,13.190875545119088,0.5587451769837275,13.15769166247274,1.0
16.0,50.15260736196319,13.191881918819188,0.5586814292903876,13.15500754906895,1.0
15.0,50.15490797546012,13.192888292519289,0.5586176815970475,13.152323435665158,1.0
17.0,50.157208588957054,13.19389466621939,0.5585539339037074,13.149639322261367,1.0
21.0,50.15950920245399,13.19490103991949,0.5584901862103674,13.146955208857575,1.0
17.0,50.16180981595092,13.19590741361959,0.5584264385170273,13.144271095453783,1.0
22.0,50.16411042944785,13.19691378731969,0.5583626908236874,13.141586982049992,1.0
26.0,50.16641104294479,13.197920161019791,0.5582989431303473,13.138902868646202,1.0
26.0,50.168711656441715,13.198926534719892,0.5582351954370073,13.13621875524241,1.0
26.0,50.17101226993865,13.199932908419992,0.5581714477436672,13.133534641838619,1.0
15.0,50.173312883435585,13.200939282120093,0.5581077000503272,13.130850528434827,1.0
16.0,50.17561349693251,13.201945655820195,0.5580439523569871,13.128166415031036,1.0
21.0,50.17791411042945,13.202952029520295,0.5579802046636471,13.125482301627244,1.0
18.0,50.18021472392638,13.203958403220396,0.557916456970307,13.122798188223454,1.0
14.0,50.18251533742331,13.204964776920496,0.557852709276967,13.120114074819663,1.0
17.0,50.184815950920246,13.205971150620597,0.5577889615836269,13.117429961415871,1.0
17.0,50.18711656441718,13.206977524320697,0.5577252138902868,13.11474584801208,1.0
20.0,50.18941717791411,13.207983898020798,0.5576614661969468,13.112061734608288,1.0
27.0,50.191717791411044,13.208990271720898,0.5575977185036067,13.109377621204496,1.0
29.0,50.19401840490798,13.209996645421,0.5575339708102667,13.106693507800706,1.0
20.0,50.19631901840491,13.211003019121101,0.5574702231169266,13.104009394396915,1.0
19.0,50.19861963190184,13.212009392821201,0.5574064754235867,13.101325280993123,1.0
20.0,50.20092024539878,13.213015766521302,0.5573427277302466,13.098641167589332,1.0
16.0,50.203220858895705,13.214022140221402,0.5572789800369066,13.09595705418554,1.0
17.0,50.20552147239264,13.215028513921503,0.5572152323435665,13.093272940781748,1.0
15.0,50.207822085889575,13.216034887621603,0.5571514846502266,13.090588827377958,1.0
18.0,50.2101226993865,13.217041261321704,0.5570877369568865,13.087904713974167,1.0
17.0,50.21242331288344,13.218047635021804,0.5570239892635465,13.085220600570375,1.0
29.0,50.21472392638037,13.219054008721905,0.5569602415702064,13.082536487166584,1.0
30.0,50.2170245398773,13.220060382422005,0.5568964938768663,13.079852373762792,1.0
29.0,50.219325153374236,13.221066756122106,0.5568327461835263,13.077168260359,1.0
31.0,50.22162576687117,13.222073129822206,0.5567689984901862,13.07448414695521,1.0
25.0,50.2239263803681,13.223079503522307,0.5567052507968462,13.071800033551419,1.0
26.0,50.22622699386503,13.224085877222407,0.5566415031035061,13.069115920147627,1.0
27.0,50.22852760736196,13.22509225092251,0.5565777554101661,13.066431806743836,1.0
19.0,50.230828220858896,13.22609862462261,0.556514007716826,13.063747693340044,1.0
21.0,50.23312883435583,13.22710499832271,0.556450260023486,13.061063579936253,1.0
20.0,50.23542944785276,13.228111372022811,0.5563865123301459,13.058379466532461,1.0
18.0,50.237730061349694,13.229117745722911,0.5563227646368059,13.055695353128671,1.0
20.0,50.24003067484662,13.230124119423012,0.5562590169434658,13.05301123972488,1.0
25.0,50.24233128834356,13.231130493123112,0.5561952692501259,13.050327126321088,1.0
25.0,50.24463190184049,13.232136866823213,0.5561315215567858,13.047643012917296,1.0
30.0,50.24693251533742,13.233143240523315,0.5560677738634457,13.044958899513505,1.0
36.0,50.249233128834355,13.234149614223416,0.5560040261701057,13.042274786109713,1.0
28.0,50.25153374233129,13.235155987923516,0.5559402784767656,13.039590672705923,1.0
27.0,50.25383435582822,13.236162361623617,0.5558765307834257,13.036906559302132,1.0
21.0,50.25613496932515,13.237168735323717,0.5558127830900856,13.03422244589834,1.0
19.0,50.25843558282209,13.238175109023818,0.5557490353967456,13.031538332494549,1.0
18.0,50.260736196319016,13.239181482723918,0.5556852877034055,13.028854219090757,1.0
17.0,50.26303680981595,13.240187856424019,0.5556215400100655,13.026170105686965,1.0
16.0,50.265337423312886,13.241194230124119,0.5555577923167254,13.023485992283176,1.0
20.0,50.267638036809814,13.24220060382422,0.5554940446233854,13.020801878879384,1.0
22.0,50.26993865030675,13.24320697752432,0.5554302969300453,13.018117765475592,1.0
28.0,50.272239263803684,13.24421335122442,0.5553665492367053,13.0154336520718,1.0
30.0,50.27453987730061,13.245219724924521,0.5553028015433652,13.01274953866801,1.0
26.0,50.27684049079755,13.246226098624621,0.5552390538500251,13.010065425264218,1.0
27.0,50.27914110429448,13.247232472324722,0.5551753061566851,13.007381311860428,1.0
30.0,50.28144171779141,13.248238846024824,0.555111558463345,13.004697198456636,1.0
25.0,50.283742331288344,13.249245219724925,0.555047810770005,13.002013085052845,1.0
47.0,50.28604294478528,13.250251593425025,0.5549840630766649,12.999328971649053,1.0
44.0,50.28834355828221,13.251257967125126,0.554920315383325,12.996644858245261,1.0
43.0,50.29064417177914,13.252264340825226,0.5548565676899849,12.99396074484147,1.0
43.0,50.29294478527608,13.253270714525327,0.5547928199966449,12.99127663143768,1.0
40.0,50.295245398773005,13.254277088225427,0.5547290723033048,12.988592518033888,1.0
36.0,50.29754601226994,13.255283461925528,0.5546653246099648,12.985908404630097,1.0
33.0,50.299846625766875,13.25628983562563,0.5546015769166248,12.983224291226305,1.0
31.0,50.3021472392638,13.25729620932573,0.5545378292232848,12.980540177822514,1.0
28.0,50.30444785276074,13.25830258302583,0.5544740815299447,12.977856064418722,1.0
29.0,50.30674846625767,13.259308956725931,0.5544103338366047,12.975171951014932,1.0
31.0,50.3090490797546,13.260315330426032,0.5543465861432646,12.97248783761114,1.0
28.0,50.311349693251536,13.261321704126132,0.5542828384499245,12.969803724207349,1.0
26.0,50.31365030674847,13.262328077826233,0.5542190907565845,12.967119610803557,1.0
26.0,50.3159509202454,13.263334451526333,0.5541553430632444,12.964435497399766,1.0
25.0,50.318251533742334,13.264340825226434,0.5540915953699044,12.961751383995974,1.0
22.0,50.32055214723927,13.265347198926534,0.5540278476765643,12.959067270592184,1.0
24.0,50.3228527607362,13.266353572626635,0.5539640999832243,12.956383157188393,1.0
27.0,50.32515337423313,13.267359946326735,0.5539003522898842,12.953699043784601,1.0
32.0,50.32745398773006,13.268366320026836,0.5538366045965442,12.95101493038081,1.0
40.0,50.329754601226995,13.269372693726936,0.5537728569032041,12.948330816977018,1.0
40.0,50.33205521472393,13.270379067427038,0.5537091092098642,12.945646703573226,1.0
39.0,50.33435582822086,13.271385441127139,0.5536453615165241,12.942962590169435,1.0
40.0,50.33665644171779,13.27239181482724,0.553581613823184,12.940278476765645,1.0
42.0,50.33895705521472,13.27339818852734,0.553517866129844,12.937594363361853,1.0
45.0,50.341257668711656,13.27440456222744,0.5534541184365039,12.934910249958062,1.0
47.0,50.34355828220859,13.27541093592754,0.553390370743164,12.93222613655427,1.0
45.0,50.34585889570552,13.276417309627641,0.5533266230498239,12.929542023150479,1.0
44.0,50.34815950920245,13.277423683327742,0.5532628753564839,12.926857909746687,1.0
45.0,50.35046012269939,13.278430057027842,0.5531991276631438,12.924173796342897,1.0
43.0,50.352760736196316,13.279436430727944,0.5531353799698038,12.921489682939105,1.0
43.0,50.35506134969325,13.280442804428045,0.5530716322764637,12.918805569535314,1.0
41.0,50.357361963190186,13.281449178128145,0.5530078845831237,12.916121456131522,1.0
37.0,50.359662576687114,13.282455551828246,0.5529441368897836,12.91343734272773,1.0
33.0,50.36196319018405,13.283461925528346,0.5528803891964436,12.910753229323939,1.0
24.0,50.364263803680984,13.284468299228447,0.5528166415031035,12.90806911592015,1.0
16.0,50.36656441717791,13.285474672928547,0.5527528938097634,12.905385002516358,1.0
11.0,50.36886503067485,13.286481046628648,0.5526891461164234,12.902700889112566,1.0
10.0,50.37116564417178,13.287487420328748,0.5526253984230833,12.900016775708774,1.0
11.0,50.37346625766871,13.288493794028849,0.5525616507297433,12.897332662304983,1.0
8.0,50.375766871165645,13.28950016772895,0.5524979030364032,12.894648548901191,1.0
8.0,50.37806748466258,13.29050654142905,0.5524341553430633,12.891964435497401,1.0
10.0,50.38036809815951,13.29151291512915,0.5523704076497232,12.88928032209361,1.0
15.0,50.38266871165644,13.29251928882925,0.5523066599563832,12.886596208689818,1.0
24.0,50.38496932515338,13.293525662529353,0.5522429122630431,12.883912095286027,1.0
29.0,50.387269938650306,13.294532036229453,0.5521791645697031,12.881227981882235,1.0
30.0,50.38957055214724,13.295538409929554,0.5521154168763631,12.878543868478443,1.0
25.0,50.391871165644176,13.296544783629654,0.5520516691830231,12.875859755074654,1.0
22.0,50.394171779141104,13.297551157329755,0.551987921489683,12.873175641670862,1.0
20.0,50.39647239263804,13.298557531029855,0.551924173796343,12.87049152826707,1.0
18.0,50.398773006134974,13.299563904729956,0.5518604261030029,12.867807414863279,1.0
22.0,50.4010736196319,13.300570278430056,0.5517966784096628,12.865123301459487,1.0
23.0,50.40337423312884,13.301576652130157,0.5517329307163228,12.862439188055696,1.0
24.0,50.40567484662577,13.302583025830259,0.5516691830229827,12.859755074651906,1.0
23.0,50.4079754601227,13.30358939953036,0.5516054353296427,12.857070961248114,1.0
19.0,50.410276073619634,13.30459577323046,0.5515416876363026,12.854386847844323,1.0
24.0,50.41257668711657,13.30560214693056,0.5514779399429626,12.851702734440531,1.0
27.0,50.4148773006135,13.306608520630661,0.5514141922496225,12.84901862103674,1.0
28.0,50.41717791411043,13.307614894330762,0.5513504445562825,12.846334507632948,1.0
25.0,50.41947852760736,13.308621268030862,0.5512866968629424,12.843650394229158,1.0
19.0,50.421779141104295,13.309627641730962,0.5512229491696023,12.840966280825366,1.0
16.0,50.42407975460123,13.310634015431063,0.5511592014762624,12.838282167421575,1.0
15.0,50.42638036809816,13.311640389131163,0.5510954537829224,12.835598054017783,1.0
15.0,50.42868098159509,13.312646762831264,0.5510317060895823,12.832913940613992,1.0
14.0,50.43098159509202,13.313653136531364,0.5509679583962422,12.8302298272102,1.0
15.0,50.433282208588956,13.314659510231465,0.5509042107029022,12.827545713806408,1.0
18.0,50.43558282208589,13.315665883931565,0.5508404630095622,12.824861600402619,1.0
21.0,50.43788343558282,13.316672257631668,0.5507767153162222,12.822177486998827,1.0
25.0,50.440184049079754,13.317678631331768,0.5507129676228821,12.819493373595035,1.0
26.0,50.44248466257669,13.318685005031869,0.5506492199295421,12.816809260191244,1.0
27.0,50.44478527607362,13.319691378731969,0.550585472236202,12.814125146787452,1.0
27.0,50.44708588957055,13.32069775243207,0.550521724542862,12.81144103338366,1.0
25.0,50.44938650306749,13.32170412613217,0.5504579768495219,12.80875691997987,1.0
23.0,50.451687116564415,13.32271049983227,0.5503942291561819,12.80607280657608,1.0
25.0,50.45398773006135,13.323716873532371,0.5503304814628418,12.803388693172288,1.0
26.0,50.456288343558285,13.324723247232471,0.5502667337695017,12.800704579768496,1.0
26.0,50.45858895705521,13.325729620932574,0.5502029860761617,12.798020466364704,1.0
29.0,50.46088957055215,13.326735994632674,0.5501392383828216,12.795336352960913,1.0
31.0,50.46319018404908,13.327742368332775,0.5500754906894816,12.792652239557123,1.0
33.0,50.46549079754601,13.328748742032875,0.5500117429961415,12.789968126153331,1.0
37.0,50.467791411042946,13.329755115732976,0.5499479953028016,12.78728401274954,1.0
35.0,50.47009202453988,13.330761489433076,0.5498842476094615,12.784599899345748,1.0
26.0,50.47239263803681,13.331767863133177,0.5498204999161215,12.781915785941957,1.0
16.0,50.47469325153374,13.332774236833277,0.5497567522227814,12.779231672538165,1.0
11.0,50.47699386503068,13.333780610533378,0.5496930045294414,12.776547559134375,1.0
8.0,50.479294478527606,13.334786984233478,0.5496292568361014,12.773863445730584,1.0
9.0,50.48159509202454,13.335793357933579,0.5495655091427614,12.771179332326792,1.0
10.0,50.483895705521476,13.336799731633679,0.5495017614494213,12.768495218923,1.0
10.0,50.486196319018404,13.33780610533378,0.5494380137560813,12.765811105519209,1.0
9.0,50.48849693251534,13.33881247903388,0.5493742660627412,12.763126992115417,1.0
11.0,50.490797546012274,13.339818852733982,0.5493105183694011,12.760442878711627,1.0
12.0,50.4930981595092,13.340825226434083,0.5492467706760611,12.757758765307836,1.0
14.0,50.49539877300614,13.341831600134183,0.549183022982721,12.755074651904044,1.0
