pm25,pm10,o3,co,no2,so2
12.0,59.53477969134422,3.002949852507375,0.5477914110429447,4.406082289803219,1.0
11.0,59.544173562961305,2.99882005899705,0.5476878834355827,4.398926654740608,1.0
20.0,59.5535674345784,2.9946902654867253,0.5475843558282208,4.391771019677996,1.0
22.0,59.56296130619548,2.9905604719764014,0.5474808282208589,4.384615384615385,1.0
18.0,59.57235517781257,2.9864306784660766,0.5473773006134969,4.377459749552774,1.0
22.0,59.58174904942966,2.9823008849557526,0.547273773006135,4.37030411449016,1.0
19.0,59.591142921046746,2.978171091445428,0.547170245398773,4.363148479427549,1.0
19.0,59.60053679266383,2.974041297935103,0.547066717791411,4.355992844364938,1.0
22.0,59.609930664280924,2.969911504424779,0.546963190184049,4.348837209302326,1.0
15.0,59.61932453589801,2.965781710914454,0.5468596625766871,4.341681574239713,1.0
20.0,59.628718407515095,2.9616519174041303,0.5467561349693251,4.334525939177102,1.0
23.0,59.63811227913219,2.9575221238938054,0.5466526073619632,4.32737030411449,1.0
23.0,59.64750615074927,2.9533923303834806,0.5465490797546012,4.320214669051879,1.0
27.0,59.65690002236636,2.9492625368731566,0.5464455521472392,4.313059033989266,1.0
33.0,59.66629389398345,2.945132743362832,0.5463420245398772,4.305903398926654,1.0
31.0,59.675687765600536,2.941002949852508,0.5462384969325154,4.298747763864043,1.0
25.0,59.68508163721762,2.936873156342183,0.5461349693251534,4.291592128801431,1.0
23.0,59.694475508834714,2.932743362831858,0.5460314417177914,4.28443649373882,1.0
24.0,59.7038693804518,2.9286135693215343,0.5459279141104294,4.277280858676207,1.0
20.0,59.713263252068884,2.9244837758112094,0.5458243865030674,4.270125223613595,1.0
16.0,59.72265712368598,2.9203539823008846,0.5457208588957054,4.262969588550984,1.0
19.0,59.73205099530306,2.9162241887905607,0.5456173312883436,4.2558139534883725,1.0
22.0,59.74144486692015,2.912094395280236,0.5455138036809816,4.248658318425759,1.0
15.0,59.75083873853724,2.907964601769912,0.5454102760736196,4.241502683363148,1.0
13.0,59.760232610154326,2.903834808259587,0.5453067484662576,4.2343470483005365,1.0
21.0,59.76962648177142,2.8997050147492622,0.5452032208588957,4.227191413237925,1.0
17.0,59.7790203533885,2.8955752212389383,0.5450996932515337,4.220035778175314,1.0
22.0,59.788414225005596,2.8914454277286135,0.5449961656441717,4.2128801431127005,1.0
15.0,59.79780809662268,2.8873156342182895,0.5448926380368098,4.205724508050089,1.0
25.0,59.80720196823977,2.8831858407079647,0.5447891104294478,4.198568872987478,1.0
19.0,59.81659583985686,2.87905604719764,0.5446855828220858,4.191413237924866,1.0
18.0,59.825989711473945,2.874926253687316,0.5445820552147239,4.184257602862253,1.0
24.0,59.83538358309103,2.870796460176991,0.5444785276073619,4.177101967799642,1.0
19.0,59.84477745470812,2.866666666666667,0.5443749999999999,4.16994633273703,1.0
20.0,59.85417132632521,2.8625368731563423,0.5442714723926381,4.162790697674419,1.0
18.0,59.86356519794229,2.8584070796460175,0.5441679447852761,4.1556350626118075,1.0
24.0,59.872959069559386,2.8542772861356935,0.5440644171779141,4.148479427549194,1.0
25.0,59.88235294117647,2.8501474926253687,0.5439608895705521,4.141323792486583,1.0
33.0,59.891746812793556,2.8460176991150448,0.5438573619631901,4.1341681574239715,1.0
33.0,59.90114068441065,2.84188790560472,0.5437538343558281,4.12701252236136,1.0
30.0,59.910534556027734,2.837758112094395,0.5436503067484663,4.119856887298747,1.0
25.0,59.91992842764482,2.833628318584071,0.5435467791411043,4.1127012522361355,1.0
22.0,59.92932229926191,2.8294985250737463,0.5434432515337423,4.105545617173524,1.0
17.0,59.938716170879,2.8253687315634215,0.5433397239263803,4.098389982110913,1.0
17.0,59.94811004249608,2.8212389380530976,0.5432361963190184,4.091234347048301,1.0
10.0,59.957503914113175,2.8171091445427727,0.5431326687116564,4.084078711985688,1.0
20.0,59.96689778573026,2.812979351032449,0.5430291411042945,4.076923076923077,1.0
20.0,59.976291657347346,2.808849557522124,0.5429256134969325,4.069767441860465,1.0
17.0,59.98568552896444,2.804719764011799,0.5428220858895705,4.062611806797854,1.0
18.0,59.995079400581524,2.800589970501475,0.5427185582822085,4.055456171735241,1.0
13.0,60.00447327219861,2.7964601769911503,0.5426150306748466,4.048300536672629,1.0
12.0,60.0138671438157,2.7923303834808264,0.5425115030674846,4.041144901610018,1.0
16.0,60.02326101543279,2.7882005899705016,0.5424079754601226,4.033989266547406,1.0
15.0,60.03265488704987,2.7840707964601767,0.5423044478527607,4.026833631484795,1.0
13.0,60.042048758666965,2.779941002949853,0.5422009202453988,4.019677996422182,1.0
15.0,60.05144263028405,2.775811209439528,0.5420973926380368,4.01252236135957,1.0
13.0,60.06083650190114,2.771681415929204,0.5419938650306748,4.005366726296959,1.0
13.0,60.07023037351823,2.767551622418879,0.5418903374233128,3.9982110912343476,1.0
14.0,60.079624245135314,2.7634218289085544,0.5417868098159508,3.9910554561717344,1.0
12.0,60.089018116752406,2.7592920353982304,0.5416832822085889,3.983899821109123,1.0
16.0,60.09841198836949,2.7551622418879056,0.541579754601227,3.9767441860465116,1.0
25.0,60.107805859986584,2.7510324483775808,0.541476226993865,3.9695885509839,1.0
30.0,60.11719973160367,2.746902654867257,0.541372699386503,3.9624329159212888,1.0
31.0,60.126593603220755,2.742772861356932,0.5412691717791411,3.9552772808586756,1.0
25.0,60.13598747483785,2.738643067846608,0.5411656441717791,3.948121645796064,1.0
26.0,60.14538134645493,2.734513274336283,0.5410621165644172,3.9409660107334528,1.0
23.0,60.15477521807202,2.7303834808259584,0.5409585889570552,3.9338103756708414,1.0
17.0,60.16416908968911,2.7262536873156344,0.5408550613496932,3.926654740608228,1.0
17.0,60.173562961306196,2.7221238938053096,0.5407515337423312,3.9194991055456168,1.0
16.0,60.18295683292328,2.7179941002949857,0.5406480061349693,3.9123434704830053,1.0
12.0,60.192350704540374,2.713864306784661,0.5405444785276073,3.905187835420394,1.0
18.0,60.20174457615746,2.709734513274336,0.5404409509202454,3.8980322003577825,1.0
19.0,60.211138447774545,2.705604719764012,0.5403374233128834,3.8908765652951693,1.0
19.0,60.22053231939164,2.7014749262536872,0.5402338957055215,3.883720930232558,1.0
17.0,60.22992619100872,2.6973451327433633,0.5401303680981595,3.8765652951699465,1.0
18.0,60.23932006262581,2.6932153392330385,0.5400268404907975,3.869409660107335,1.0
18.0,60.2487139342429,2.6890855457227136,0.5399233128834355,3.862254025044722,1.0
17.0,60.258107805859986,2.6849557522123897,0.5398197852760735,3.8550983899821105,1.0
17.0,60.26750167747707,2.680825958702065,0.5397162576687116,3.847942754919499,1.0
17.0,60.276895549094164,2.676696165191741,0.5396127300613497,3.8407871198568877,1.0
13.0,60.28628942071125,2.672566371681416,0.5395092024539877,3.8336314847942763,1.0
12.0,60.295683292328334,2.6684365781710913,0.5394056748466257,3.826475849731663,1.0
17.0,60.30507716394543,2.6643067846607673,0.5393021472392637,3.8193202146690517,1.0
17.0,60.31447103556251,2.6601769911504425,0.5391986196319019,3.8121645796064403,1.0
18.0,60.3238649071796,2.6560471976401177,0.5390950920245399,3.805008944543829,1.0
31.0,60.33325877879669,2.6519174041297937,0.5389915644171779,3.7978533094812157,1.0
34.0,60.342652650413775,2.647787610619469,0.5388880368098159,3.7906976744186043,1.0
31.0,60.35204652203087,2.643657817109145,0.5387845092024539,3.783542039355993,1.0
32.0,60.36144039364795,2.63952802359882,0.5386809815950919,3.7763864042933815,1.0
32.0,60.37083426526504,2.6353982300884953,0.53857745398773,3.76923076923077,1.0
26.0,60.38022813688213,2.6312684365781713,0.5384739263803681,3.762075134168157,1.0
22.0,60.38962200849922,2.6271386430678465,0.5383703987730061,3.7549194991055455,1.0
20.0,60.39901588011631,2.6230088495575226,0.5382668711656442,3.747763864042934,1.0
15.0,60.408409751733394,2.6188790560471977,0.5381633435582822,3.7406082289803226,1.0
14.0,60.41780362335048,2.614749262536873,0.5380598159509202,3.7334525939177095,1.0
18.0,60.42719749496757,2.610619469026549,0.5379562883435582,3.726296958855098,1.0
18.0,60.43659136658466,2.606489675516224,0.5378527607361963,3.7191413237924866,1.0
17.0,60.44598523820174,2.6023598820059,0.5377492331288343,3.711985688729875,1.0
12.0,60.455379109818836,2.5982300884955754,0.5376457055214724,3.704830053667262,1.0
20.0,60.46477298143592,2.5941002949852505,0.5375421779141104,3.6976744186046506,1.0
20.0,60.474166853053006,2.5899705014749266,0.5374386503067484,3.690518783542039,1.0
17.0,60.4835607246701,2.5858407079646017,0.5373351226993864,3.683363148479428,1.0
17.0,60.492954596287184,2.581710914454277,0.5372315950920246,3.6762075134168164,1.0
20.0,60.50234846790427,2.577581120943953,0.5371280674846626,3.669051878354203,1.0
15.0,60.51174233952136,2.573451327433628,0.5370245398773006,3.661896243291592,1.0
16.0,60.52113621113845,2.569321533923304,0.5369210122699386,3.6547406082289804,1.0
14.0,60.53053008275553,2.5651917404129794,0.5368174846625766,3.647584973166369,1.0
14.0,60.539923954372625,2.5610619469026545,0.5367139570552146,3.640429338103756,1.0
20.0,60.54931782598971,2.5569321533923306,0.5366104294478528,3.6332737030411444,1.0
33.0,60.558711697606796,2.5528023598820058,0.5365069018404908,3.626118067978533,1.0
41.0,60.56810556922389,2.548672566371682,0.5364033742331288,3.6189624329159216,1.0
45.0,60.577499440840974,2.544542772861357,0.5362998466257668,3.61180679785331,1.0
39.0,60.58689331245806,2.540412979351032,0.5361963190184049,3.604651162790697,1.0
37.0,60.59628718407515,2.536283185840708,0.5360927914110429,3.5974955277280856,1.0
31.0,60.60568105569224,2.5321533923303834,0.535989263803681,3.590339892665474,1.0
29.0,60.61507492730932,2.5280235988200594,0.535885736196319,3.5831842576028627,1.0
22.0,60.624468798926415,2.5238938053097346,0.535782208588957,3.5760286225402496,1.0
22.0,60.6338626705435,2.51976401179941,0.535678680981595,3.568872987477638,1.0
16.0,60.64325654216059,2.515634218289086,0.5355751533742331,3.5617173524150267,1.0
15.0,60.65265041377768,2.511504424778761,0.5354716257668711,3.5545617173524153,1.0
15.0,60.662044285394764,2.507374631268437,0.5353680981595091,3.547406082289804,1.0
13.0,60.671438157011856,2.5032448377581122,0.5352645705521473,3.5402504472271907,1.0
13.0,60.68083202862894,2.4991150442477874,0.5351610429447853,3.5330948121645793,1.0
18.0,60.690225900246034,2.4949852507374635,0.5350575153374233,3.525939177101968,1.0
16.0,60.69961977186312,2.4908554572271386,0.5349539877300613,3.5187835420393565,1.0
17.0,60.709013643480205,2.486725663716814,0.5348504601226993,3.5116279069767433,1.0
19.0,60.7184075150973,2.48259587020649,0.5347469325153373,3.504472271914132,1.0
18.0,60.72780138671438,2.478466076696165,0.5346434049079755,3.4973166368515205,1.0
10.0,60.73719525833147,2.474336283185841,0.5345398773006135,3.490161001788909,1.0
11.0,60.74658912994856,2.4702064896755163,0.5344363496932515,3.4830053667262977,1.0
12.0,60.755983001565646,2.4660766961651914,0.5343328220858895,3.4758497316636845,1.0
14.0,60.76537687318273,2.4619469026548675,0.5342292944785276,3.468694096601073,1.0
17.0,60.774770744799824,2.4578171091445427,0.5341257668711656,3.4615384615384617,1.0
28.0,60.78416461641691,2.4536873156342187,0.5340222392638037,3.4543828264758503,1.0
30.0,60.793558488033995,2.449557522123894,0.5339187116564417,3.447227191413237,1.0
27.0,60.80295235965109,2.445427728613569,0.5338151840490797,3.4400715563506257,1.0
20.0,60.81234623126817,2.441297935103245,0.5337116564417177,3.4329159212880143,1.0
14.0,60.82174010288526,2.4371681415929203,0.5336081288343558,3.425760286225403,1.0
16.0,60.83113397450235,2.4330383480825963,0.5335046012269938,3.4186046511627914,1.0
15.0,60.840527846119436,2.4289085545722715,0.5334010736196318,3.4114490161001783,1.0
14.0,60.84992171773652,2.4247787610619467,0.5332975460122699,3.404293381037567,1.0
12.0,60.85931558935361,2.4206489675516227,0.533194018404908,3.3971377459749554,1.0
15.0,60.8687094609707,2.416519174041298,0.533090490797546,3.389982110912344,1.0
13.0,60.878103332587784,2.412389380530974,0.532986963190184,3.382826475849731,1.0
8.0,60.88749720420488,2.408259587020649,0.532883435582822,3.3756708407871194,1.0
10.0,60.89689107582196,2.4041297935103243,0.53277990797546,3.368515205724508,1.0
13.0,60.90628494743905,2.4000000000000004,0.5326763803680981,3.3613595706618966,1.0
16.0,60.91567881905614,2.3958702064896755,0.5325728527607362,3.354203935599285,1.0
13.0,60.925072690673225,2.3917404129793507,0.5324693251533742,3.347048300536672,1.0
10.0,60.93446656229032,2.3876106194690268,0.5323657975460122,3.3398926654740606,1.0
13.0,60.9438604339074,2.383480825958702,0.5322622699386503,3.332737030411449,1.0
11.0,60.95325430552449,2.379351032448378,0.5321587423312883,3.325581395348838,1.0
10.0,60.96264817714158,2.375221238938053,0.5320552147239264,3.3184257602862246,1.0
8.0,60.97204204875867,2.3710914454277283,0.5319516871165644,3.311270125223613,1.0
7.0,60.98143592037576,2.3669616519174044,0.5318481595092024,3.304114490161002,1.0
9.0,60.990829791992844,2.3628318584070795,0.5317446319018404,3.2969588550983904,1.0
17.0,61.00022366360993,2.3587020648967556,0.5316411042944785,3.289803220035779,1.0
18.0,61.00961753522702,2.3545722713864308,0.5315375766871165,3.2826475849731658,1.0
30.0,61.01901140684411,2.350442477876106,0.5314340490797546,3.2754919499105544,1.0
26.0,61.02840527846119,2.346312684365782,0.5313305214723926,3.268336314847943,1.0
22.0,61.037799150078285,2.342182890855457,0.5312269938650307,3.2611806797853315,1.0
21.0,61.04719302169537,2.3380530973451332,0.5311234662576687,3.2540250447227184,1.0
17.0,61.056586893312456,2.3339233038348084,0.5310199386503067,3.246869409660107,1.0
22.0,61.06598076492955,2.3297935103244836,0.5309164110429447,3.2397137745974955,1.0
20.0,61.075374636546634,2.3256637168141596,0.5308128834355827,3.232558139534884,1.0
14.0,61.08476850816372,2.321533923303835,0.5307093558282208,3.2254025044722727,1.0
16.0,61.09416237978081,2.317404129793511,0.5306058282208589,3.2182468694096595,1.0
14.0,61.1035562513979,2.313274336283186,0.5305023006134969,3.211091234347048,1.0
17.0,61.11295012301498,2.309144542772861,0.5303987730061349,3.2039355992844367,1.0
13.0,61.122343994632075,2.3050147492625372,0.5302952453987729,3.1967799642218253,1.0
15.0,61.13173786624916,2.3008849557522124,0.530191717791411,3.189624329159212,1.0
13.0,61.141131737866246,2.2967551622418876,0.5300881901840491,3.1824686940966007,1.0
15.0,61.15052560948334,2.2926253687315636,0.5299846625766871,3.1753130590339893,1.0
14.0,61.159919481100424,2.288495575221239,0.5298811349693251,3.168157423971378,1.0
13.0,61.16931335271751,2.284365781710915,0.5297776073619631,3.1610017889087647,1.0
13.0,61.1787072243346,2.28023598820059,0.5296740797546011,3.1538461538461533,1.0
7.0,61.18810109595169,2.276106194690265,0.5295705521472392,3.146690518783542,1.0
10.0,61.19749496756877,2.2719764011799413,0.5294670245398773,3.1395348837209305,1.0
9.0,61.206888839185865,2.2678466076696164,0.5293634969325153,3.132379248658319,1.0
17.0,61.21628271080295,2.2637168141592925,0.5292599693251534,3.125223613595706,1.0
16.0,61.225676582420036,2.2595870206489677,0.5291564417177914,3.1180679785330945,1.0
28.0,61.23507045403713,2.255457227138643,0.5290529141104294,3.110912343470483,1.0
42.0,61.244464325654214,2.251327433628319,0.5289493865030674,3.1037567084078717,1.0
34.0,61.253858197271306,2.247197640117994,0.5288458588957055,3.0966010733452585,1.0
25.0,61.26325206888839,2.24306784660767,0.5287423312883435,3.089445438282647,1.0
29.0,61.272645940505484,2.2389380530973453,0.5286388036809816,3.0822898032200357,1.0
16.0,61.28203981212257,2.2348082595870205,0.5285352760736196,3.0751341681574242,1.0
15.0,61.291433683739655,2.2306784660766965,0.5284317484662576,3.067978533094813,1.0
14.0,61.30082755535675,2.2265486725663717,0.5283282208588956,3.0608228980321996,1.0
16.0,61.31022142697383,2.222418879056047,0.5282246932515338,3.0536672629695882,1.0
16.0,61.31961529859092,2.218289085545723,0.5281211656441718,3.046511627906977,1.0
17.0,61.32900917020801,2.214159292035398,0.5280176380368098,3.0393559928443654,1.0
14.0,61.338403041825096,2.210029498525074,0.5279141104294478,3.0322003577817522,1.0
16.0,61.34779691344218,2.2058997050147493,0.5278105828220858,3.025044722719141,1.0
20.0,61.357190785059274,2.2017699115044245,0.5277070552147238,3.0178890876565294,1.0
24.0,61.36658465667636,2.1976401179941005,0.527603527607362,3.010733452593918,1.0
12.0,61.375978528293444,2.1935103244837757,0.5275,3.0035778175313066,1.0
20.0,61.38537239991054,2.1893805309734518,0.527396472392638,2.9964221824686934,1.0
14.0,61.39476627152762,2.185250737463127,0.527292944785276,2.989266547406082,1.0
15.0,61.40416014314471,2.181120943952802,0.5271894171779141,2.9821109123434706,1.0
12.0,61.4135540147618,2.176991150442478,0.5270858895705521,2.974955277280859,1.0
16.0,61.422947886378886,2.1728613569321533,0.5269823619631901,2.967799642218246,1.0
11.0,61.43234175799597,2.1687315634218294,0.5268788343558282,2.9606440071556346,1.0
13.0,61.44173562961306,2.1646017699115045,0.5267753067484662,2.953488372093023,1.0
12.0,61.45112950123015,2.1604719764011797,0.5266717791411042,2.9463327370304118,1.0
20.0,61.460523372847234,2.1563421828908558,0.5265682515337423,2.9391771019678004,1.0
24.0,61.46991724446433,2.152212389380531,0.5264647239263803,2.932021466905187,1.0
26.0,61.47931111608141,2.148082595870207,0.5263611963190183,2.9248658318425758,1.0
19.0,61.4887049876985,2.143952802359882,0.5262576687116565,2.9177101967799643,1.0
